model,model_name,stim_id,word,word_type,word_length,ordering,order_method,a_is,b_is,raw_text,parsed_answer,choice,generation_time_s,num_tokens_generated,attempts,repeat,temperature
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,21.07,1153,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,27.94,1811,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,20.53,1134,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,25.12,1690,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,9,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,94.92,2475,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,9,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,177.13,3868,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,22.59,1314,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,22.4,1157,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,22.42,1247,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,42.33,3682,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,8,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,163.54,3363,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,8,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,154.91,2144,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,27.65,1987,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,40.1,2931,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,35.74,996,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,33.22,1959,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,85.52,1299,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,11,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,35.18,2405,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,9,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,142.81,964,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,9,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,25.96,1294,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,39.51,2398,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,21.72,1134,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,53.42,3677,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,23.07,1117,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,53.93,3930,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,21.44,1117,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,42.45,2706,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,24.24,1264,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,16.09,443,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,47.67,3266,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,88.19,1574,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,36.01,2352,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,plailass,sudo,8,shape_first,fixed,shape,texture,2,2,texture,22.77,1227,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,55.05,4236,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,106.44,3632,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,44.07,3985,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,97.41,2346,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,53.11,4644,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,48.29,3721,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,48.02,4521,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,89.03,1495,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,100.18,3293,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,175.35,4436,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,25.44,2821,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,37.44,2837,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,12,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,55.4,6621,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,15.14,1093,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,17.7,1848,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,afnafq,random,6,shape_first,fixed,shape,texture,2,2,texture,25.71,3294,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,15.78,1129,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,31.01,4541,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,17.21,1482,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,38.21,5268,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,19.1,1700,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,32.65,4234,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,15.82,1153,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,55.6,8631,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,26.96,2909,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,ieyiccw,random,7,shape_first,fixed,shape,texture,2,2,texture,145.12,1510,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,109.23,6305,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,149.04,2600,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,97.39,3638,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,12.78,684,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,34.44,5467,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,24.59,3406,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,33.16,5132,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,51.95,7010,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,55.45,7785,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,14.08,844,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,32.67,4505,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,ieyiccw,random,7,shape_first,fixed,shape,texture,2,2,texture,18.59,1991,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,33.73,4688,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,20.54,1295,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,28.69,3115,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,42.16,6085,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,plailass,sudo,8,texture_first,fixed,texture,shape,1,1,texture,172.19,7942,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,166.45,5420,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,30.22,3416,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,16.23,1280,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,40.39,5732,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,40.01,5848,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,31.16,3903,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,170.79,7489,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,44.91,7463,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,27.74,3234,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,14.33,905,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,153.69,4698,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,14,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,29.61,4635,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,2,2,texture,15.72,991,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,27.29,3540,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,118.95,7238,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,13,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,37.59,5991,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,34.31,4841,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,31.31,4588,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,19.5,1933,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,26.43,2653,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,22.01,2578,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,37.41,4569,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,28.63,3405,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,32.7,3525,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,34.89,4047,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,20.1,1575,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,25.59,2599,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,30.07,3080,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,25.77,2456,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,40.89,4926,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,21.57,2287,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,15,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,112.95,10461,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,21.63,2838,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,22.4,2650,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,13.39,945,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,19.26,1780,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,40.89,4962,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,24.07,2382,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,18.98,2225,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,18.57,1962,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,16.44,1320,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,27.02,3042,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,20.24,2205,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,119.37,8504,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,16.39,1438,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,20.71,2111,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,23.67,2384,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,17.11,1586,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,24.25,2516,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,15.02,1039,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,23.13,2297,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,14.12,986,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,adinefults,sudo,10,shape_first,fixed,shape,texture,1,1,shape,14.7,942,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,19.49,2023,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,19.8,1845,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,17,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,2,2,shape,16.23,1674,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,shiple,sudo,6,shape_first,fixed,shape,texture,1,1,shape,20.53,1514,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,shiple,sudo,6,texture_first,fixed,texture,shape,2,2,shape,19.93,1055,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,22.14,2539,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,21.87,1791,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,34.43,5142,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,17.09,1517,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,procation,sudo,9,shape_first,fixed,shape,texture,1,1,shape,17.38,1457,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,procation,sudo,9,texture_first,fixed,texture,shape,2,2,shape,29.06,4217,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,qahftrxck,random,9,shape_first,fixed,shape,texture,2,2,texture,152.5,4026,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,19.19,1816,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,adinefults,sudo,10,shape_first,fixed,shape,texture,2,2,texture,13.35,898,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,adinefults,sudo,10,texture_first,fixed,texture,shape,2,2,shape,18.13,1602,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,56.4,9078,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,16.79,1336,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,31.54,4298,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,34.3,3449,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,qahftrxck,random,9,shape_first,fixed,shape,texture,1,1,shape,52.46,7981,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,qahftrxck,random,9,texture_first,fixed,texture,shape,2,2,shape,20.07,1916,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,56.15,8746,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,18,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,29.17,4415,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,clapher,sudo,7,shape_first,fixed,shape,texture,1,1,shape,22.81,2128,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,clapher,sudo,7,texture_first,fixed,texture,shape,2,2,shape,40.96,4497,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,cgchqjjfgy,random,10,shape_first,fixed,shape,texture,1,1,shape,21.39,2202,2,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,16,cgchqjjfgy,random,10,texture_first,fixed,texture,shape,1,1,texture,20.37,2429,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,orvufaig,random,8,shape_first,fixed,shape,texture,1,1,shape,37.54,4088,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,orvufaig,random,8,texture_first,fixed,texture,shape,2,2,shape,25.15,1952,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,plailass,sudo,8,shape_first,fixed,shape,texture,1,1,shape,14.51,916,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,plailass,sudo,8,texture_first,fixed,texture,shape,2,2,shape,57.78,6989,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,ieyiccw,random,7,shape_first,fixed,shape,texture,1,1,shape,38.34,4197,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,ieyiccw,random,7,texture_first,fixed,texture,shape,2,2,shape,36.36,3792,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,procation,sudo,9,shape_first,fixed,shape,texture,2,2,texture,45.75,5318,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,procation,sudo,9,texture_first,fixed,texture,shape,1,1,texture,51.82,5718,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,afnafq,random,6,shape_first,fixed,shape,texture,1,1,shape,28.32,3581,1,1,0.0
qwen3.5-35b-a3b,Qwen/Qwen3.5-35B-A3B,19,afnafq,random,6,texture_first,fixed,texture,shape,2,2,shape,100.18,4403,1,1,0.0
